order_id,email,order_date,order_value,vat_rate,suspected_fraud,country_code
38b3b0cc-801e-48c6-83bc-359277b3a110,fishergillian@outlook.com,2025-05-10,2683.36,0.2,no,UK
f12daa3c-2cd4-4064-ab14-8a059b201174,gregorydavis@yahoo.co.uk,2025-06-25,2375.48,0.2,no,gb
0382270a-5a1a-4088-82a4-423a7aa2ad27,westconor@gmail.com,2025-05-31,2037.62,0.2,,gb
345bc149-006f-4111-8927-c318baeb3678,xthomas@gmail.com,2025-06-18,2696.83,0.2,no,GB
63a10fff-d1ac-40ad-92ad-3737ffb17acf,shirley67@yahoo.co.uk,2024-10-04,1963.8,0.2,no,UK
be6e6109-0689-4f66-b580-c080e4f95f08,cunninghamvincent@thompson.info,2024-12-20,813.49,0.2,,gb
c867d128-d814-442d-a3d5-9d4f611a13cb,rhys08@king.com ,2025-08-30,720.76,0.2,no,GB
36714767-bc83-42bb-aded-0b75b236198d,zgreen@ward.com,2025-04-25,1294.55,0.2,no,gb
45aee213-ba73-4775-a217-d7f234d54255,benjaminrussell@palmer-lynch.org,2025-03-09,1047.0,0.2,no,gb
ecf9aeea-143b-4aca-912c-ffca4559af11,smills@yahoo.co.uk,2025-05-20,2827.88,0.2,no,
567a849f-de1a-40d4-8d0d-fc26203c77c0,ngray@vaughan.com,2025-05-25,1945.68,0.2,no,gb
6d415636-454b-47d3-97aa-aabe68ccb0c9,james50@hodgson.co.uk,2025-06-25,2999.44,0.2,no,
4a59e672-1749-4041-99fc-829c99441477,hussaincolin@gmail.com,2024-11-08,225.34,0.2,no,UK
1d446066-e805-4680-8cc5-a4da132621ab,alawrence@watson.com,2025-05-01,1177.12,0.2,no,
8790de86-824c-4063-b92f-4b49a6c947cb,parkercharles@chandler-green.com,2024-12-20,718.51,0.2,no,G.B.
291fe3cf-8dde-4543-b713-415c4cd6894d,sbell@hotmail.co.uk,2025-03-08,1024.89,0.2,no,G.B.
91e6759d-0c41-47c5-8931-156ed513cbc1,sambennett@lane.com,2025-07-04,2749.35,0.2,no,G.B.
af759e42-32ee-4752-9924-df55bc713289,lyonsleslie@saunders-flynn.com,2025-03-23,422.24,0.2,no,
812d96e8-8646-407e-b6f2-c27ec139a548,evanscharles@hotmail.co.uk,2025-02-17,2271.03,0.05,no,UK
cbace626-6e8e-4def-aab5-63391924fd66,CARLYWILLIS@FOWLER.COM,2025-04-01,564.47,0.2,no,
01035335-1bc9-4a96-9a5a-313efd2a8b1d,harry82@jones.com,2025-04-06,115.55,,no,UK
328c7b8f-e90c-49d1-836e-75ff920d1f88,cbrown@wilkinson-griffiths.biz,2025-06-21,1758.68,0.2,no,gb
4748907a-9e5e-446f-954e-39428f9b3e90,lcole@hotmail.co.uk,2025-07-10,1699.73,0.2,no,gb
c349eb4a-8829-477a-a3d6-bb2cb164bc79,guywilson@hunter.com,2025-09-09,1456.64,0.2,no,gb
16acd6f6-3c08-4bab-ae73-9f1dcc3b4ce1,DUNCANREBECCA@HOTMAIL.CO.UK,2025-08-01,199.75,0.05,no,GB
e8777394-7566-456a-b1a1-1c52bdbb198e,brettmorris@lord.com,2025-06-06,664.84,0.2,no,
63489764-cffb-419c-9560-987bd56f99ea,williamsjames@martin.com,2024-12-25,2205.51,0.2,no,UK
32b30efa-7bee-4a50-a576-fb838912d25c,teresadavey@hotmail.com,2024-09-19,2924.71,0.2,no,GB
3dc92c7d-dec4-4a34-b95f-0f6b8c8d3a3b,qahmed@rose.com,2025-02-02,2255.49,0.2,no,gb
e4d34d03-7399-4638-af96-28eb0bbae352,adamwilliams@hotmail.com,2025-08-31,1272.25,,no,
859bda31-76cc-49e3-b39c-a10a6d64a395,brianwade@hotmail.co.uk,2025-02-09,720.35,0.2,no,G.B.
31bfc712-56a7-4dfc-8d6a-c095eb91e2d8,susantownsend@sutton.com,2025-01-29,2892.04,0.0,no,
f12af8b4-93da-4080-9129-6868db8c316a,edwardsgeorge@mason.com,2025-07-15,2978.32,0.2,no,UK
e1601331-344c-4530-8b26-b1d4a32311da,owen51@lucas.com,2024-09-25,1971.91,0.05,no,gb
fe99de24-faab-4808-8e0b-cdc1653cb217,perkinsbarbara@outlook.com,2025-09-07,1238.21,0.2,no,UK
7f4450be-6db5-48da-ba81-9603207e47b8,KAURREBECCA@YAHOO.CO.UK,2024-12-11,2472.87,0.2,no,G.B.
e56f0f55-f3c6-4d9e-baf2-8d14d8d09d94,ABDULREES@OUTLOOK.COM,2025-01-07,444.13,0.05,no,gb
2ab7a5b1-d588-4d4a-82a6-19ecc9c21595,adamwilson@hotmail.com,2024-11-17,1903.61,0.2,no,GB
897004f0-dfc4-4074-8bc6-9d47906fde4c,robin69@outlook.com,2024-12-22,80.2,0.2,no,
97c9baa8-1d4f-4ee7-985c-399c7e50cc70,kwilson@cameron.net,2025-03-29,1712.74,,no,
9b6e4d9d-4bd3-4134-8565-c2d5ec45881a,lambertross@yahoo.co.uk,2024-11-08,2888.07,0.2,no,UK
7247248d-18f0-4695-acea-3661d04fd6ff,nhawkins@hotmail.com,2025-08-18,816.58,0.2,,GB
cee1b4d9-343c-45d8-aca9-4ba5b280b3b1,eileen39@carpenter-cross.biz,2025-06-08,839.63,0.2,no,UK
f9aca496-9cc0-4989-a795-d46fab818f7a,bmetcalfe@hotmail.co.uk,2025-07-01,1230.59,0.2,no,gb
ff0521a5-3a24-420f-9962-219ac59d63c3,leanne05@williams.com,2024-09-09,2764.64,0.2,no,
35c38e50-776a-4865-94c3-83b662d80d32,max05@yahoo.com,2025-04-22,540.58,0.2,no,
91e6672e-be4d-45f1-bd6a-3401317043c9,juliataylor@page-walton.com,2025-05-01,2309.51,0.2,no,
3bbe3cea-bb92-4a33-a2e5-85d00713e294,jacksonclare@murray-booth.net,2025-06-05,1843.8,0.2,no,
0dbc219f-7dcc-4291-9b2a-4f714e487d10,abdulpatel@gmail.com,2025-03-19,1288.34,0.2,no,UK
73299d7b-9d7c-457c-bad0-4beed11f3119,elainedixon@yahoo.com,2025-06-13,366.91,0.2,,GB
ec7da243-1256-4a3b-9272-553882c73993,dstewart@yahoo.com,2024-10-13,101.63,0.2,no,GB
7fc27233-71c4-4c06-bdb7-963403e0b7fa,XGIBBS@OWEN.COM,2025-06-02,2703.14,0.2,no,UK
d8a968fd-eb43-4028-8857-e6b3f4c32642,sarahsmith@hotmail.co.uk,2025-01-10,2602.09,0.2,no,
fb998629-2f3a-4354-a0a1-f380a5e90a42,rosemary26@bibi.co.uk,2025-08-06,1694.76,0.2,no,G.B.
b01e33fa-f9a3-409a-80e9-3f3dba7a0698,abbieknowles@lloyd.com,2024-10-05,1060.88,0.2,no,UK
ae59d0fd-69c5-404a-bc35-871c7ef0b410,townsenderic@lewis-bradley.co.uk,2024-10-19,306.26,0.2,no,
f26610bd-e604-4b34-b0ee-6021f66d9cef,natashajoyce@kemp.co.uk,2024-12-30,1312.63,0.2,no,GB
86712c41-07f5-48bf-80ec-540bf328e79e,nicoleali@baker.biz,2024-10-10,1477.46,0.2,no,GB
b0cafd3f-eba9-4df9-b242-7e18c0d247dd,chloe03@yahoo.co.uk,2025-06-21,1001.89,0.2,no,
a299f094-d46c-4f0b-a09b-c3b9ceeed941,natashakay@hotmail.com,2025-04-18,1231.28,0.2,no,GB
bd19aa64-263b-41ab-b622-340a28b5bc6e,teresa43@taylor.com,2024-11-07,2217.36,0.2,no,G.B.
eef45bf1-bc89-46ac-ab0f-57e47f6b1544,kathrynarmstrong@birch.org,2025-03-20,2629.95,,no,UK
434cb569-ca89-4603-9fd7-abbd080d0db1,gfoster@howell-rahman.info,2025-07-26,1388.46,0.2,no,gb
a2f6eb87-6d11-44ff-86aa-aab35f680ab1,pritchardgregory@outlook.com,2024-09-24,2191.69,0.2,no,UK
3bfd2cb8-22e1-4dd5-a31f-91ef80d2c95e,begumyvonne@yahoo.com,2025-04-13,2888.32,0.2,no,gb
193e9b9e-1206-42e9-a0df-c53a6a7aa26a,owalker@hart.biz ,2025-02-04,968.22,,no,G.B.
f4bf9767-8c7f-47f4-be85-c7cbdb1ebabd,clivehunt@walker-nicholls.com,2025-01-06,1516.23,0.2,no,
28afb94c-84c7-4872-ac27-d44404cd451b,leslie33@collins.com,2025-07-24,542.51,0.2,no,UK
0c93e1fe-b3e2-4041-bac7-55bb2632fcf8,SHAUNCARR@HAMMOND-HOWARD.ORG,2025-07-16,278.59,0.2,no,GB
ef056587-943e-400e-aa80-09437378820c,JOHN63@SMITH.COM,2025-03-21,2744.88,0.2,no,
4c26a1fd-33c9-424a-b461-b86a4a98ff31,MARIONOBRIEN@COOPER.NET,2025-01-29,1243.67,0.2,no,UK
b5c74945-e504-47e5-a1b3-e7ce19a6b355,owensstephanie@yahoo.com,2025-08-08,1471.03,0.2,no,UK
